TRX_TAG	TRANSFER/GR CODE	STOCK_CODE	BOX_ITEM_CODE	BOX_ITEM_DESC	PACKAGING	QTY	CONVF	TOTAL_PCS	TOTAL_AMOUNT	ART_HIERC1	ART_HIERC2	ART_HIERC3	ART_HIERC4	DESC_CODE	ART_PRODT	BARCODE	BOX_NO	PLANT	WAREHOUSE	RACK	BIN	STEXT	DATE TIME
20220000000005	22092910000000004	22092910000000013	LBT01501	#0050bluesleevelessASSTDCOLOR	BOX	1	20.00	20	1980.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000190001	1	PL-001	W1-G2	ABRA	ABRA		2022-10-06 08:42:29
20220000000005	22092910000000004	22092910000000013	LBT01501	#0050bluesleevelessASSTDCOLOR	BOX	1	20.00	20	1980.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000190002	2	PL-001	W1-G2	ABRA	ABRA		2022-10-06 08:42:29
20220000000005	22092910000000004	22092910000000014	LBT01504	#0071YELLOWSLEEVELESSasstdcolor	BOX	1	10.00	10	990.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000200001	1	PL-001	W1-G2	BATAC	BATAC		2022-10-06 08:42:29
20220000000005	22092910000000004	22092910000000014	LBT01504	#0071YELLOWSLEEVELESSasstdcolor	BOX	1	10.00	10	990.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000200002	2	PL-001	W1-G2	BATAC	BATAC		2022-10-06 08:42:29
20220000000009	22092910000000008	22100610000000008	LBT01501	#0050bluesleevelessASSTDCOLOR	BOX	1	20.00	20	1980.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000280001	1	PL-001	W1-G2	ABRA	ABRA		2022-10-06 13:22:17
20220000000009	22092910000000008	22100610000000008	LBT01501	#0050bluesleevelessASSTDCOLOR	BOX	1	20.00	20	1980.00000	LOCAL	CLOTHING	WOMEN	DRESS		FG	111122000000280002	2	PL-001	W1-G2	ABRA	ABRA		2022-10-06 13:22:17
