Branch Code	PromoBuyXTakeYCode	PromoBuyXTakeY_Name	start_date	start_time	end_date	end_time	quantity	take	is_discount_percent	is_discount_amount	is_fixed_price	value	Product_Barcode_Buy	Product_Barcode_Take	disable
E0054	PBXTY000015	BUY 1 TAKE 1	2023-02-12	08:00:00	2023-02-12	23:59:00	4	4	0	0	1	0	4005900371836	4005900371836	0
