Branch Code	PromoDiscountCode	PromoDiscount_Name	start_date	start_time	end_date	end_time	is_discount_percent	is_fixed_price	value	Product Barcode	disable
E0054	PD2301120000000022-10	Everything @ 10	2023-01-12	08:00:00	2023-01-13	23:59:00	0	1	10	9021326305003	FALSE
