BRANCH CODE	PROMO_DISCOUNT_CODE	PROMO_DISCOUNT_NAME	START DATE	END DATE	IS PRICE FIXED?	DISCOUNT VALUE	PRODUCT BARCODE	IS DISABLED
E0018	PD2301090000000005-10	Everything @ 10	2023-01-08	2023-01-10	1	10	6920916100233	Y
