Branch Code	PromoDiscountCode	PromoDiscount_Name	start_date	start_time	end_date	end_time	is_discount_percent	is_fixed_price	value	Product Barcode	disable
E0057	PD2302150000000002-10	Everything @ 10	2023-02-14	08:00:00	2023-02-23	23:59:00	0	1	10	4800086048837	FALSE
