BRANCH CODE	PROMO_DISCOUNT_CODE	PROMO_DISCOUNT_NAME	START DATE	END DATE	IS PRICE FIXED?	DISCOUNT VALUE	PRODUCT BARCODE	IS DISABLED
E0143	PD2301100000000001-40	Everything @ 40	2023-01-01	2023-01-16	1	40	9021326101503	Y
E0143	PD2301100000000001-50	Everything @ 50	2023-01-01	2023-01-16	1	50	9021326172503	Y
E0143	PD2301100000000001-60	Everything @ 60	2023-01-01	2023-01-16	1	60	9021326030503	Y
E0143	PD2301100000000001-60	Everything @ 60	2023-01-01	2023-01-16	1	60	9021326305003	Y
