BRANCH CODE	PROMO_DISCOUNT_CODE	PROMO_DISCOUNT_NAME	START DATE	END DATE	IS DISCOUNT PERCENT?	DISCOUNT PERCENT VALUE	IS PRICE FIXED?	DISCOUNT VALUE	PRODUCT BARCODE	IS DISABLED
E0060	PD2301120000000013-0	Less discount @ 0	2023-01-16	2023-02-01	1	10	0	0	9021326172503	FALSE
