Branch Code	PromoBuyXTakeYCode	PromoBuyXTakeY_Name	start_date	end_date	quantity	take	is_discount_percent	is_discount_amount	is_fixed_price	value	Product_Barcode_Buy	Product_Barcode_Take	disable
E0116	PBXTY0000232	BUY 1 TAKE 1	2023-02-10 08:00:00	2023-02-11 23:59:00	1	1	0	0	1	0	4800086048806	4800086048806	0
