Branch Code	PromoDiscountCode	PromoDiscount_Name	start_date	end_date	is_discount_percent	is_discount_amount	is_fixed_price	value	Product Barcode	disable
E0054	PD2303080000000005-29	Everything @ 29	2023-03-08 08:00:00	2023-03-09 23:59:00	0	0	1	29	4800631002734	FALSE
