Branch Code	PromoDiscountCode	PromoDiscount_Name	start_date	start_time	end_date	end_time	is_discount_percent	is_fixed_price	value	Product Barcode	disable
E0012	PD2301120000000041-3	Everything @ 3%	2023-02-06	08:00:00	2023-02-17	23:59:00	0	1	3	9021326030503	FALSE
