Branch Code	PromoDiscountCode	PromoDiscount_Name	start_date	start_time	end_date	end_time	is_discount_percent	is_fixed_price	value	Product Barcode	disable
E0079	PD2301120000000027-10	WORTH 1200 DISC 20% 10	2023-01-08	08:00:00	2023-01-12	23:59:00	0	1	10	9021326172503	FALSE
