BRANCH CODE	PROMO_DISCOUNT_CODE	PROMO_DISCOUNT_NAME	START DATE	END DATE	IS PRICE FIXED?	DISCOUNT VALUE	PRODUCT BARCODE	IS DISABLED
E0009	PD2301090000000043-75	Everything @ 75	2023-01-24	2023-01-25	1	75	9021291001201	Y
