BRANCH CODE	PROMO_DISCOUNT_CODE	PROMO_DISCOUNT_NAME	START DATE	END DATE	IS PRICE FIXED?	DISCOUNT VALUE	PRODUCT BARCODE	IS DISABLED
E021B	PD2301120000000003-10	Everything @ 10	2023-01-01	2023-01-02	1	10	9021326101503	Y
