Branch Code	PromoBuyXTakeYCode	PromoBuyXTakeY_Name	start_date	start_time	end_date	end_time	quantity	take	is_discount_percent	is_discount_amount	is_fixed_price	value	Product_Barcode_Buy	Product_Barcode_Take	disable
E0065	PBXTY000049	BUY 1 TAKE 1	2023-02-15	08:00:00	2023-02-16	23:59:00	1	1	0	0	1	0	301004631907	2320014761901	0
E0065	PBXTY000049	BUY 1 TAKE 1	2023-02-15	08:00:00	2023-02-16	23:59:00	2	2	0	0	1	0	2023124178407	2023014762101	0
E0065	PBXTY000049	BUY 1 TAKE 1	2023-02-15	08:00:00	2023-02-16	23:59:00	5	3	0	0	1	0	4023007752301	6923588903058	0
E0065	PBXTY000049	BUY 1 TAKE 1	2023-02-15	08:00:00	2023-02-16	23:59:00	4	4	0	0	1	0	2330027433101	2023014762101	0
